,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.170275,0.009604513049518301,0.1668382203919964,0.019306520404408577,5.640589076211012,11.572000923437537,1.0205994741488413
Band2,0.20062755102040816,0.020311443846889765,0.2046382415392222,0.021808045799425996,10.12395543063956,10.656877050639693,0.9804010702562389
Band3,0.2765265306122449,0.022013145659830164,0.2904066272980981,0.023902429259332683,7.960590837736926,8.230676235496926,0.9522046145606538
Band4,0.4157591836734694,0.027606886292412303,0.4299226856210518,0.02863233291570423,6.640114608771771,6.659879525627481,0.9670556999635359
Band5,0.46828877551020404,0.029390658250168126,0.4611456168914334,0.031035792742173808,6.276182515403404,6.7301502183594435,1.0154900282191175
Band6,0.4778454081632654,0.02993658653903135,0.4831497947851739,0.03236252423052256,6.264910372185248,6.698238223388282,0.9890212379697542
Band7,0.48065561224489795,0.028634518186412935,0.494589775580848,0.03328367113944528,5.957387671533816,6.7295509900819965,0.9718268269505052
Band8,0.4985663265306122,0.033057431298524134,0.4906047606133495,0.03398315236908017,6.630498198416613,6.9267881393149855,1.0162280649443949
Band8a,0.4874239795918367,0.03034719814386918,0.4889571928482377,0.034463098827810706,6.226037169792421,7.048285480178497,0.9968643200696776
Band11,0.6423760204081633,0.03218900475348674,0.6326699824384543,0.03412385711927387,5.010928759923816,5.39362670372834,1.0153413916245873
Band12,0.542488775510204,0.02546739965994566,0.545424034182845,0.02699382412129951,4.694548681858695,4.9491445975133255,0.9946183914006675
